CHANGE_NO,PROJECT_NAME,PROJECT_MANAGER,CHANGE_TYPE,DESCRIPTION,DATE_IDENTIFIED,STATUS,PRIORITY,ASSIGNED_TO,RESOLUTION_EXPECTED,ACTION,AREA_OF_IMPACT,ESCALATION_REQUIRED,DATE_RESOLVED,SYSTEM_AFFECTED,ESTIMATED_DURATION_HOURS,TEAM_SIZE,COMPLEXITY_SCORE,REQUIRES_DOWNTIME,HAS_DEPENDENCIES,BUSINESS_IMPACT,TECHNICAL_RISK,CONFLICT_PROBABILITY,HAS_CONFLICT
CR-01578,"مشروع آل سلطان, بقشان and آل الشيخ",رقية الشمري,Database,إصلاح مشكلة في معالجة المدفوعات الإلكترونية,28/06/2025,In Progress,Medium,خديجة المطيري,5 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Resources,NO,,Search Engine,39,7,3.5,NO,NO,Medium,Low,0.735,1
CR-01579,مشروع Williams Group,مريم خليل,Backend,إصلاح مشكلة في عرض البيانات على الأجهزة المحمولة,04/07/2025,Open,Critical,إبراهيم العتيبي,3 Days,إعداد خطة طوارئ للتراجع في حالة حدوث مشاكل,Performance,NO,,Monitoring Dashboard,5,4,4.6,YES,YES,High,Medium,0.634,1
CR-01580,مشروع المغاولة-الخرافي,أحمد السعودي,Mobile,إصلاح مشكلة في معالجة المدفوعات الإلكترونية,22/07/2025,Needs Review,Low,مريم خليل,13 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Budget,NO,,Search Engine,50,10,2.5,NO,NO,High,Low,0.188,0
CR-01581,"مشروع Nicholson, Chavez and Allen",سارة محمد,Mobile,تحديث واجهة المستخدم للتوافق مع الأجهزة المحمولة الحديثة,06/08/2025,Approved,Medium,علي المالكي,5 Days,تنسيق مع فريق الأمان وإجراء مراجعة أمنية كاملة,Compliance,NO,13/08/2025,Analytics Platform,24,1,4.6,NO,YES,High,High,0.0,0
CR-01582,"مشروع الدباغ, آل علي and آل سعود",خديجة المطيري,Mobile,إصلاح مشكلة في معالجة المدفوعات الإلكترونية,09/05/2025,In Progress,High,عائشة الزهراني,2 Days,مراقبة مكثفة للأداء بعد التطبيق لمدة أسبوع كامل,Schedule,NO,,Monitoring Dashboard,2,4,1.0,YES,NO,Medium,High,0.652,1
CR-01583,مشروع Allen-Duarte,مريم خليل,Integration,إضافة نظام مراقبة الأداء في الوقت الفعلي,12/07/2025,In Progress,High,خديجة المطيري,3 Days,مراقبة مكثفة للأداء بعد التطبيق لمدة أسبوع كامل,Scope,NO,,Search Engine,23,10,6.4,YES,YES,Low,Low,0.441,1
CR-01584,مشروع كانو-أبا الخيل,أحمد السعودي,Infrastructure,إصلاح مشكلة انقطاع الاتصال مع الخادم الرئيسي,25/06/2025,Open,High,عبدالرحمن الحربي,6 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Budget,NO,,Database Server,13,1,1.0,NO,YES,Low,Medium,1.0,1
CR-01585,"مشروع العجلان, بقشان and بن لادن",أسماء الغامدي,Monitoring,إصلاح مشكلة تحميل الملفات الكبيرة أكثر من 100 ميجا,07/03/2025,In Progress,Medium,يوسف محمود,11 Days,تنفيذ التحديث خلال ساعات الصيانة المجدولة مع فريق متخصص,Performance,NO,,SMS Gateway,47,7,3.6,NO,YES,Medium,Medium,0.221,0
CR-01586,مشروع العجلان-آل سعود,إبراهيم العتيبي,Infrastructure,إضافة ميزة البحث الصوتي في التطبيق,16/07/2025,Complete,High,رقية الشمري,3 Days,تنفيذ اختبارات الحمولة للتأكد من استقرار النظام,Budget,NO,23/07/2025,Audit System,16,2,5.8,NO,NO,Medium,Low,0.53,0
CR-01587,مشروع Clarke LLC,عائشة الزهراني,Configuration,إصلاح مشكلة في عرض التقارير المالية,06/04/2025,Open,Medium,فاطمة علي,5 Days,تنفيذ التحديث خلال ساعات الصيانة المجدولة مع فريق متخصص,Scope,NO,,Payment Gateway,11,5,9.3,YES,NO,Medium,Medium,0.0,0
CR-01588,"مشروع Schultz, Dalton and Jones",حسان الراشد,Infrastructure,إضافة نظام مراقبة الأداء في الوقت الفعلي,12/05/2025,In Progress,Medium,محمد الأحمد,14 Days,تحديث جميع الوثائق الفنية والمستندات ذات الصلة,Security,NO,,Web Server,42,6,2.5,YES,NO,Medium,Low,0.781,1
CR-01589,"مشروع Johnson, Simmons and Nelson",أسماء الغامدي,Configuration,إضافة ميزة النسخ الاحتياطي التلقائي للبيانات المهمة,05/03/2025,In Progress,Low,رقية الشمري,14 Days,تنسيق مع فريق الأمان وإجراء مراجعة أمنية كاملة,Performance,NO,,Web Server,16,7,7.9,NO,NO,Medium,Medium,0.0,0
CR-01590,"مشروع آل حسين, حنبولي and الجابر",مريم خليل,Frontend,إصلاح مشكلة في عرض البيانات على الأجهزة المحمولة,12/04/2025,Approved,Medium,أحمد السعودي,14 Days,مراجعة الكود مع الفريق التقني وإجراء code review,Compliance,NO,01/05/2025,Database Server,4,5,5.3,NO,YES,Medium,Low,0.271,0
CR-01591,"مشروع مهنا, الحجار and آل بن لافي",ليلى سعيد,Infrastructure,إضافة ميزة التصدير إلى ملفات Excel و PDF,03/06/2025,Open,Medium,زينب القرشي,9 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Quality,NO,,Search Engine,47,2,8.6,NO,NO,High,Medium,0.736,1
CR-01592,مشروع الحجار-العجلان,مريم خليل,Mobile,إضافة تقارير تحليلية تفاعلية لفريق الإدارة,24/04/2025,Complete,Low,عائشة الزهراني,20 Days,إنشاء نسخة احتياطية كاملة قبل تطبيق أي تغييرات,Schedule,NO,21/05/2025,Notification Service,2,3,7.3,NO,NO,Medium,Low,0.0,0
CR-01593,مشروع الحجار-آل عايض,عمر حسان,Database,إضافة ميزة التصفية المتقدمة في نظام البحث العام,26/07/2025,Complete,Critical,رقية الشمري,3 Days,إنشاء نسخة احتياطية كاملة قبل تطبيق أي تغييرات,Quality,NO,04/08/2025,User Management System,4,8,5.5,NO,NO,Low,High,0.438,1
CR-01594,"مشروع آل علي, آل سعود and الجابر",محمد الأحمد,Infrastructure,إصلاح مشكلة في حفظ إعدادات المستخدم الشخصية,12/06/2025,Open,Medium,محمد الأحمد,13 Days,تنسيق مع فريق الأمان وإجراء مراجعة أمنية كاملة,Quality,NO,,Search Engine,19,10,7.0,NO,YES,Low,High,0.485,0
CR-01595,"مشروع آل رفيع, فصيل and العقيل",محمد الأحمد,Monitoring,تحديث نظام المصادقة الثنائية لمزيد من الأمان,08/04/2025,Complete,Medium,عائشة الزهراني,7 Days,تدريب فريق الدعم الفني على التحديثات والمزايا الجديدة,Schedule,NO,16/04/2025,SMS Gateway,24,8,1.6,NO,NO,Low,Medium,0.0,0
CR-01596,"مشروع آل عواض, أبو داوود and الجفالي",عبدالرحمن الحربي,Database,تحديث مكتبات الأمان ضد الثغرات الأمنية الجديدة,21/05/2025,Approved,Medium,حسان الراشد,5 Days,إشعار جميع المستخدمين قبل التطبيق بـ 24-48 ساعة,Scope,NO,30/05/2025,Cache Server,27,6,6.7,NO,YES,Low,Low,0.68,1
CR-01597,"مشروع Frazier, Ramirez and Brown",عبدالرحمن الحربي,Frontend,تحديث خوارزمية التشفير للبيانات الحساسة والمعلومات المالية,26/05/2025,Complete,Low,عائشة الزهراني,24 Days,تدريب فريق الدعم الفني على التحديثات والمزايا الجديدة,Resources,NO,23/06/2025,File Storage System,69,10,5.1,NO,NO,Low,Medium,0.0,0
CR-01598,مشروع Tucker-Rose,أحمد السعودي,Infrastructure,تحسين أداء استعلامات قاعدة البيانات المعقدة,01/05/2025,Complete,Critical,يوسف محمود,1 Days,إجراء اختبارات شاملة قبل النشر في بيئة الإنتاج,Scope,NO,07/05/2025,Monitoring Dashboard,1,7,1.7,NO,NO,Medium,Low,0.669,1
CR-01599,مشروع المهنا-مهنا,إبراهيم العتيبي,Analytics,إصلاح مشكلة في حفظ إعدادات المستخدم الشخصية,13/03/2025,Complete,Critical,نور عبدالله,1 Days,مراقبة مكثفة للأداء بعد التطبيق لمدة أسبوع كامل,Schedule,NO,20/03/2025,API Gateway,3,6,8.1,NO,NO,High,High,0.481,0
CR-01600,مشروع Oliver-Marsh,محمد الأحمد,Mobile,إضافة نظام مراقبة الأداء في الوقت الفعلي,26/06/2025,Approved,Medium,عمر حسان,8 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Quality,NO,08/07/2025,CDN Service,4,2,5.0,NO,YES,Medium,Low,0.148,0
CR-01601,مشروع العجلان Inc,رقية الشمري,Configuration,إضافة دعم اللغات المتعددة للموقع الإلكتروني,13/05/2025,Open,High,سارة محمد,7 Days,إجراء اختبارات شاملة قبل النشر في بيئة الإنتاج,Schedule,NO,,Email Service,8,6,4.8,NO,NO,Low,Low,0.378,0
CR-01602,مشروع آل عايض-آل مقطة,علي المالكي,Backend,تحديث واجهة المستخدم للتوافق مع الأجهزة المحمولة الحديثة,26/06/2025,Approved,High,عبدالعزيز الدوسري,4 Days,تحديث جميع الوثائق الفنية والمستندات ذات الصلة,Schedule,NO,07/07/2025,File Storage System,14,5,3.0,YES,NO,Medium,High,0.626,1
CR-01603,مشروع آل صفوان LLC,زينب القرشي,Frontend,إصلاح مشكلة في معالجة المدفوعات الإلكترونية,05/06/2025,Open,Low,محمد الأحمد,29 Days,تنفيذ التحديث خلال ساعات الصيانة المجدولة مع فريق متخصص,Budget,NO,,Audit System,34,1,2.0,NO,NO,Medium,High,0.367,0
CR-01604,"مشروع آل سلطان, العليان and آل سلطان",ليلى سعيد,Integration,إضافة نظام مراقبة الأداء في الوقت الفعلي,10/07/2025,Complete,Medium,محمد الأحمد,10 Days,تنسيق مع فريق الأمان وإجراء مراجعة أمنية كاملة,Schedule,NO,23/07/2025,Search Engine,34,2,5.9,NO,NO,Low,Low,0.073,0
CR-01605,"مشروع شربتلي, آل العسكري and آل مقطة",حسان الراشد,Monitoring,تحديث بروتوكولات الأمان للشبكة الداخلية,08/06/2025,Open,High,إبراهيم العتيبي,4 Days,مراقبة مكثفة للأداء بعد التطبيق لمدة أسبوع كامل,Resources,NO,,Cache Server,11,10,7.8,NO,YES,Medium,High,0.251,0
CR-01606,"مشروع Weaver, Anderson and Reed",عائشة الزهراني,Integration,إضافة ميزة البحث الصوتي في التطبيق,14/08/2025,In Progress,Medium,رقية الشمري,14 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Performance,NO,,Load Balancer,27,9,2.1,NO,YES,Medium,Low,0.231,0
CR-01607,"مشروع Newman, Carter and Brown",عبدالعزيز الدوسري,Analytics,إصلاح مشكلة في عرض البيانات على الأجهزة المحمولة,06/07/2025,Open,High,خديجة المطيري,6 Days,تدريب فريق الدعم الفني على التحديثات والمزايا الجديدة,Schedule,YES,,Database Server,3,3,3.7,NO,NO,Medium,Medium,0.554,1
CR-01608,"مشروع فصيل, الجابر and الدباغ",عبدالعزيز الدوسري,Backend,إضافة دعم اللغات المتعددة للموقع الإلكتروني,12/07/2025,In Progress,Low,مريم خليل,24 Days,مراجعة الكود مع الفريق التقني وإجراء code review,Performance,NO,,Monitoring Dashboard,12,2,8.1,NO,NO,Medium,Low,0.439,0
CR-01609,"مشروع Lucas, Nguyen and Watkins",نور عبدالله,Configuration,تحديث بروتوكولات الأمان للشبكة الداخلية,17/04/2025,Open,Critical,يوسف محمود,1 Days,إعداد خطة طوارئ للتراجع في حالة حدوث مشاكل,Budget,NO,,CDN Service,7,4,5.8,YES,YES,Medium,Medium,0.595,1
CR-01610,مشروع Torres-Anderson,خديجة المطيري,Configuration,إضافة ميزة التصفية المتقدمة في نظام البحث العام,22/05/2025,Complete,Medium,حسان الراشد,6 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Budget,NO,31/05/2025,Search Engine,9,1,7.6,NO,YES,Low,Medium,0.0,0
CR-01611,مشروع Mccormick and Sons,عائشة الزهراني,Monitoring,إضافة تقارير تحليلية تفاعلية لفريق الإدارة,01/08/2025,Approved,High,خالد إبراهيم,7 Days,مراقبة مكثفة للأداء بعد التطبيق لمدة أسبوع كامل,Security,NO,09/08/2025,Audit System,7,7,6.3,YES,YES,Medium,Medium,0.334,0
CR-01612,مشروع Arellano-Carrillo,عبدالرحمن الحربي,Security,تحديث بروتوكولات الأمان للشبكة الداخلية,21/04/2025,Rejected,Medium,أحمد السعودي,10 Days,إعداد خطة طوارئ للتراجع في حالة حدوث مشاكل,Performance,NO,,Authentication Service,36,4,2.1,YES,YES,Low,High,0.262,1
CR-01613,مشروع الجفالي LLC,خديجة المطيري,Database,إصلاح مشكلة انقطاع الاتصال مع الخادم الرئيسي,05/06/2025,Approved,Low,عبدالعزيز الدوسري,13 Days,إشعار جميع المستخدمين قبل التطبيق بـ 24-48 ساعة,Resources,NO,19/06/2025,Database Server,32,3,6.8,NO,NO,Low,Medium,0.803,0
CR-01614,مشروع Montgomery and Sons,إبراهيم العتيبي,Security,إضافة تقارير تحليلية تفاعلية لفريق الإدارة,15/05/2025,In Progress,High,خديجة المطيري,3 Days,إجراء اختبارات شاملة قبل النشر في بيئة الإنتاج,Schedule,NO,,Database Server,15,1,3.6,YES,YES,Medium,High,0.513,1
CR-01615,مشروع Mcpherson Ltd,محمد الأحمد,Frontend,إصلاح مشكلة في عرض التقارير المالية,11/03/2025,Open,Medium,إبراهيم العتيبي,8 Days,إشعار جميع المستخدمين قبل التطبيق بـ 24-48 ساعة,Scope,NO,,File Storage System,33,7,7.8,YES,NO,High,High,0.162,1
CR-01616,مشروع آل قصير Inc,عبدالعزيز الدوسري,Documentation,تحسين أداء استعلامات قاعدة البيانات المعقدة,31/03/2025,Needs Review,Critical,يوسف محمود,1 Days,اختبار التوافق مع جميع الأنظمة والتطبيقات المرتبطة,Scope,YES,,Authentication Service,6,10,1.5,NO,YES,High,Medium,0.453,0
